age,income_k,loan_amount_k,dti,fico,revolving_util,num_derog,months_employed,num_inq_6mo,home_owner,loan_purpose,credit_score,default
49,79.2,11.6,1.0,646,51.5,0,19,3,1,debt_consolidation,723,0
35,23.8,25.0,1.3,694,19.1,1,21,2,1,debt_consolidation,719,0
58,50.1,10.8,1.0,634,24.9,0,7,1,1,debt_consolidation,740,0
28,53.5,55.7,1.2,749,37.6,0,19,2,1,other,732,0
52,34.0,15.4,1.0,739,44.1,0,3,1,1,debt_consolidation,753,0
30,113.5,5.5,1.0,802,11.2,1,6,1,1,debt_consolidation,779,0
35,100.4,49.0,1.0,769,15.4,1,16,1,0,debt_consolidation,751,0
57,75.1,30.7,1.0,769,14.3,0,74,2,0,home_improvement,767,0
35,101.4,27.5,1.0,585,37.7,0,20,1,1,auto,724,0
55,55.2,13.5,1.0,614,48.9,0,12,0,1,debt_consolidation,734,0
50,57.5,4.4,1.0,681,43.5,1,37,0,0,other,745,0
41,68.8,69.0,1.2,782,21.9,0,6,0,1,auto,757,0
51,67.2,79.9,1.4,632,53.1,0,3,1,0,debt_consolidation,704,1
49,41.3,18.2,1.0,548,34.2,0,99,1,0,other,717,0
44,43.6,20.0,1.0,669,58.9,0,96,2,0,debt_consolidation,731,0
35,156.8,5.6,1.0,672,28.4,0,5,2,1,debt_consolidation,758,0
52,87.7,11.1,1.0,745,44.1,0,48,1,1,other,767,0
38,21.9,100.0,5.5,515,25.7,0,57,1,0,auto,676,1
42,77.2,25.7,1.0,762,38.5,0,11,2,1,home_improvement,755,1
47,85.1,31.5,1.0,634,46.8,0,144,2,0,home_improvement,728,0
41,114.4,38.5,1.0,552,29.4,0,61,0,1,auto,724,1
45,56.2,43.2,1.0,710,37.9,1,7,1,1,other,723,0
46,30.2,6.3,1.0,841,48.3,0,9,0,1,debt_consolidation,787,0
46,25.0,11.6,1.0,733,22.5,0,64,0,0,home_improvement,772,0
44,66.0,13.9,1.0,702,6.0,3,56,2,0,home_improvement,712,0
59,49.9,5.6,1.0,752,30.8,0,124,2,1,medical,764,0
37,81.4,6.8,1.0,659,21.8,0,26,1,0,debt_consolidation,756,0
37,52.0,9.9,1.0,706,37.8,1,94,0,1,home_improvement,747,0
27,84.2,68.1,1.0,562,54.6,0,8,0,0,debt_consolidation,701,0
18,49.1,2.8,1.0,711,51.2,0,7,1,1,auto,752,0
50,64.0,46.5,1.0,689,58.4,0,44,2,1,medical,721,0
48,45.5,19.4,1.0,721,9.0,1,58,1,0,debt_consolidation,749,0
59,45.4,9.2,1.0,571,36.1,0,25,2,0,debt_consolidation,719,0
25,38.6,22.2,1.0,688,7.8,0,45,0,0,debt_consolidation,761,0
33,25.8,53.6,2.5,606,43.9,0,22,1,1,debt_consolidation,704,0
35,63.6,12.2,1.0,629,51.1,0,1,1,0,debt_consolidation,735,0
65,60.3,13.4,1.0,613,31.5,2,4,1,0,other,705,0
53,68.6,26.9,1.0,525,34.8,0,42,1,0,auto,709,0
40,18.1,24.1,1.6,713,60.3,0,18,2,1,home_improvement,728,0
42,65.5,24.4,1.0,695,42.5,0,33,0,1,medical,751,0
46,31.8,18.4,1.0,613,35.3,1,60,1,1,home_improvement,709,0
29,30.7,19.9,1.0,675,36.4,0,39,2,1,debt_consolidation,731,0
46,32.8,27.7,1.0,760,29.5,0,40,2,0,other,754,0
29,50.9,15.9,1.0,710,20.1,0,49,0,1,debt_consolidation,763,0
43,19.6,19.8,1.2,691,39.5,0,40,1,1,debt_consolidation,738,0
50,80.4,12.5,1.0,604,31.7,0,71,2,0,home_improvement,733,0
45,46.9,22.1,1.0,728,45.9,0,24,1,0,home_improvement,754,0
34,53.3,12.1,1.0,585,24.6,1,10,1,1,home_improvement,710,1
39,57.8,7.4,1.0,619,36.2,0,30,2,0,medical,732,1
51,53.5,29.3,1.0,646,49.7,0,63,1,1,debt_consolidation,728,0
36,66.3,8.0,1.0,684,31.9,1,30,2,0,other,734,0
26,42.0,47.7,1.4,822,5.9,0,83,1,1,other,770,0
39,47.8,23.3,1.0,813,28.4,0,70,2,0,home_improvement,770,0
36,22.5,100.0,5.3,705,58.3,1,57,1,1,auto,692,0
39,17.2,15.1,1.1,690,46.5,0,37,0,1,home_improvement,747,0
42,70.8,17.1,1.0,630,15.2,0,19,1,0,other,744,0
38,54.3,12.0,1.0,662,11.5,0,1,1,1,medical,748,0
38,55.2,26.7,1.0,668,22.5,0,228,0,1,other,756,0
52,48.2,53.2,1.3,674,17.0,2,190,0,0,debt_consolidation,717,0
49,35.9,6.9,1.0,694,21.9,1,9,0,0,auto,748,0
53,77.8,42.3,1.0,757,12.7,0,21,4,0,home_improvement,743,0
43,52.4,22.9,1.0,679,60.8,1,96,3,1,debt_consolidation,704,0
37,25.6,20.3,1.0,783,25.1,0,18,2,1,home_improvement,758,1
45,72.3,29.9,1.0,732,27.2,2,0,3,0,auto,714,0
25,140.6,15.6,1.0,755,34.3,0,30,1,1,debt_consolidation,777,0
28,37.3,23.8,1.0,609,19.1,0,24,1,1,other,726,0
51,71.4,11.9,1.0,629,38.2,1,29,1,1,medical,722,0
36,67.1,21.8,1.0,697,24.3,0,83,3,0,debt_consolidation,740,0
34,45.6,60.4,1.6,597,34.5,0,18,0,0,home_improvement,714,0
29,93.8,50.8,1.0,621,62.6,0,44,1,1,debt_consolidation,713,0
47,36.4,14.0,1.0,574,17.0,0,9,0,0,auto,734,0
27,110.9,17.0,1.0,850,31.9,1,1,0,1,debt_consolidation,785,0
56,19.6,24.9,1.5,722,21.9,1,31,1,1,debt_consolidation,734,0
44,67.1,19.1,1.0,636,43.7,1,35,0,0,debt_consolidation,729,0
21,88.6,6.2,1.0,656,26.6,0,11,1,1,debt_consolidation,750,0
35,50.3,19.8,1.0,743,46.7,0,23,0,1,other,760,0
30,61.1,100.0,2.0,710,71.0,2,153,1,1,debt_consolidation,677,0
48,25.3,37.7,1.8,550,27.7,0,28,0,1,debt_consolidation,709,0
48,96.4,40.8,1.0,776,26.9,0,48,0,0,debt_consolidation,777,0
36,72.2,23.2,1.0,701,32.3,1,23,1,0,auto,738,0
34,88.7,32.8,1.0,720,43.8,0,16,1,1,home_improvement,748,0
47,87.6,12.0,1.0,640,50.5,0,20,2,0,home_improvement,735,0
34,21.2,42.1,2.4,642,26.6,0,19,1,0,other,727,0
57,56.2,11.6,1.0,662,26.7,0,40,0,0,other,758,0
34,30.6,25.0,1.0,707,12.4,0,85,0,1,auto,759,0
45,112.2,33.5,1.0,698,40.2,1,8,0,1,debt_consolidation,741,0
18,99.3,47.7,1.0,599,56.3,2,40,0,1,debt_consolidation,687,0
46,65.4,48.9,1.0,782,47.6,0,66,1,0,home_improvement,757,0
34,15.0,10.0,1.0,850,49.8,0,9,3,0,debt_consolidation,765,0
44,108.4,22.7,1.0,643,34.6,0,3,1,1,home_improvement,742,0
54,90.9,18.4,1.0,768,40.1,0,9,2,1,debt_consolidation,763,0
39,18.2,20.4,1.3,669,8.3,1,36,1,1,debt_consolidation,728,0
18,16.4,18.0,1.3,668,13.0,1,75,1,1,medical,726,0
18,203.4,19.6,1.0,783,24.4,0,9,1,0,debt_consolidation,797,0
42,18.6,53.3,3.4,850,30.3,1,18,0,1,auto,758,0
31,44.4,37.5,1.0,679,15.9,0,23,1,1,auto,738,0
28,19.0,5.5,1.0,658,52.0,0,45,1,1,debt_consolidation,734,0
53,67.0,22.8,1.0,694,44.3,0,23,1,1,debt_consolidation,745,0
38,90.0,22.4,1.0,665,29.1,0,3,1,1,other,743,0
52,29.4,20.2,1.0,681,15.3,0,14,1,1,auto,746,0
52,94.4,96.6,1.2,610,38.0,1,62,3,0,debt_consolidation,672,0
36,22.3,62.9,3.4,801,22.6,0,45,1,1,medical,755,0
43,19.6,7.8,1.0,647,18.6,1,71,2,1,debt_consolidation,718,0
27,46.8,53.7,1.4,645,31.4,0,13,1,1,debt_consolidation,716,0
46,108.4,5.4,1.0,635,60.0,0,19,1,1,medical,741,0
41,51.0,25.7,1.0,745,46.0,0,49,0,1,debt_consolidation,759,0
59,43.6,10.5,1.0,571,40.0,0,72,0,1,home_improvement,728,0
51,60.1,35.3,1.0,569,6.9,1,52,2,0,debt_consolidation,702,1
39,108.1,6.1,1.0,574,26.4,0,95,2,1,debt_consolidation,731,0
33,78.1,28.8,1.0,660,19.2,0,103,0,0,auto,756,0
38,34.7,47.2,1.6,753,22.5,1,56,0,0,other,746,0
41,131.9,44.5,1.0,570,77.0,0,10,2,1,auto,698,0
50,34.6,55.9,1.9,640,45.0,0,64,1,1,home_improvement,714,0
53,101.0,18.3,1.0,732,32.0,1,76,2,1,home_improvement,745,0
27,55.8,21.1,1.0,798,40.1,0,45,2,1,auto,763,0
29,37.3,8.2,1.0,806,49.7,0,10,2,1,auto,762,1
45,95.1,16.7,1.0,631,30.9,0,114,0,1,auto,752,0
27,50.3,37.9,1.0,833,7.5,1,139,1,1,home_improvement,765,0
40,47.2,51.0,1.3,740,16.9,0,44,1,0,medical,752,0
20,102.6,15.0,1.0,683,13.2,0,68,0,0,medical,774,0
37,43.0,44.0,1.2,710,18.4,2,1,1,1,home_improvement,707,1
35,63.3,64.0,1.2,662,46.9,1,11,1,0,debt_consolidation,703,0
37,157.3,19.5,1.0,694,35.4,1,14,2,0,home_improvement,745,0
33,45.6,33.4,1.0,730,42.6,0,13,1,0,other,746,0
46,129.5,12.7,1.0,686,45.6,0,2,1,0,debt_consolidation,760,1
51,72.8,16.3,1.0,556,22.5,0,22,2,1,auto,715,0
49,40.3,54.0,1.6,746,11.4,0,7,2,1,auto,739,0
37,68.4,18.2,1.0,611,17.3,0,117,0,1,debt_consolidation,745,0
37,42.1,70.6,2.0,735,20.7,0,38,2,0,home_improvement,732,0
33,42.2,11.0,1.0,743,44.7,1,107,2,0,debt_consolidation,740,1
32,73.7,28.8,1.0,740,34.5,0,20,3,1,debt_consolidation,741,0
39,22.1,15.5,1.0,563,30.1,0,53,0,1,medical,721,0
39,30.0,10.6,1.0,763,21.6,1,61,1,0,debt_consolidation,757,0
38,84.3,59.3,1.0,757,31.3,0,44,3,0,home_improvement,739,0
43,39.6,29.0,1.0,644,40.8,1,21,5,0,auto,685,0
51,181.1,10.0,1.0,646,7.0,1,91,0,1,auto,764,0
33,15.0,21.5,1.7,694,19.6,1,43,0,1,debt_consolidation,736,0
38,47.1,13.3,1.0,622,37.6,1,15,0,1,home_improvement,720,0
47,18.0,61.9,4.1,692,33.3,0,6,1,0,home_improvement,728,0
43,26.3,28.3,1.3,729,28.9,1,2,0,1,home_improvement,739,1
31,131.2,30.3,1.0,621,54.9,0,7,1,1,debt_consolidation,730,0
27,69.5,27.2,1.0,624,29.4,2,77,0,0,home_improvement,712,0
48,57.7,26.7,1.0,694,61.1,0,9,1,0,home_improvement,740,1
28,56.7,19.4,1.0,616,36.9,1,76,0,0,medical,725,1
46,34.0,9.3,1.0,670,24.1,1,3,1,0,auto,734,0
29,48.3,82.7,2.1,739,32.4,2,34,1,0,medical,701,0
61,71.1,32.8,1.0,809,26.2,1,31,1,1,home_improvement,759,0
29,27.7,49.3,2.1,719,52.2,0,74,0,1,home_improvement,739,1
62,46.7,26.4,1.0,591,23.8,1,2,3,0,auto,694,0
50,21.8,29.2,1.6,691,50.6,0,24,2,0,home_improvement,728,0
57,15.0,16.1,1.3,688,8.4,0,61,4,0,debt_consolidation,732,0
55,38.9,26.1,1.0,757,25.1,0,63,1,0,debt_consolidation,764,0
47,26.5,31.8,1.4,555,44.2,0,5,1,0,debt_consolidation,704,0
38,26.8,17.1,1.0,600,34.3,1,31,2,1,home_improvement,698,1
70,48.6,19.4,1.0,770,7.1,0,22,1,0,other,778,0
36,57.8,50.9,1.1,744,2.6,0,4,1,0,other,756,0
43,72.0,14.1,1.0,794,19.1,1,8,1,0,home_improvement,769,0
26,128.7,17.5,1.0,705,48.9,0,0,1,1,home_improvement,758,0
41,21.4,22.8,1.3,753,44.0,1,59,0,0,debt_consolidation,749,0
48,97.7,18.2,1.0,786,31.2,1,3,1,0,debt_consolidation,765,0
33,60.1,36.8,1.0,695,50.3,0,1,1,0,other,737,0
43,55.3,12.2,1.0,654,22.0,1,51,0,1,debt_consolidation,738,0
38,92.8,22.8,1.0,675,22.0,0,67,0,1,auto,758,0
37,88.9,17.6,1.0,614,14.7,0,3,1,1,other,741,0
49,132.6,29.0,1.0,769,25.3,0,103,0,0,debt_consolidation,789,0
51,22.0,37.0,2.0,814,26.7,2,80,1,1,debt_consolidation,737,0
33,40.9,100.0,2.9,615,40.3,1,42,0,0,medical,686,0
21,78.2,42.7,1.0,747,44.1,0,15,0,0,debt_consolidation,760,0
47,51.5,23.6,1.0,824,30.3,0,16,0,1,debt_consolidation,782,1
29,36.8,7.8,1.0,718,70.4,0,19,1,0,other,748,0
36,66.0,22.7,1.0,719,26.3,0,8,2,1,home_improvement,747,0
32,115.7,14.6,1.0,639,64.3,0,80,0,0,debt_consolidation,750,1
53,86.5,20.8,1.0,717,25.4,0,20,2,0,home_improvement,755,0
67,27.8,32.0,1.4,721,9.9,0,15,3,1,debt_consolidation,736,0
35,49.7,35.1,1.0,772,58.7,0,62,1,0,home_improvement,754,0
67,75.2,35.1,1.0,783,36.3,0,6,1,1,home_improvement,763,1
43,90.0,21.4,1.0,783,36.6,0,74,2,1,debt_consolidation,767,0
37,69.7,23.4,1.0,709,21.3,0,36,0,0,other,766,0
54,42.4,64.3,1.8,647,13.1,0,14,1,0,home_improvement,725,0
64,28.0,27.2,1.2,578,8.3,3,24,2,1,debt_consolidation,666,1
39,74.7,10.1,1.0,729,26.4,0,94,0,1,medical,775,0
38,29.9,43.0,1.7,678,33.7,0,10,2,1,home_improvement,721,0
63,16.6,31.7,2.3,544,35.6,1,10,0,0,auto,697,1
52,49.6,13.1,1.0,694,13.4,0,242,2,1,auto,757,0
18,28.7,13.4,1.0,651,34.0,0,48,1,1,other,735,0
39,38.8,20.6,1.0,663,14.2,1,3,1,0,auto,729,0
32,88.0,5.3,1.0,648,11.6,0,106,2,1,debt_consolidation,749,0
34,46.3,81.5,2.1,672,29.9,0,34,0,0,debt_consolidation,726,0
43,45.8,87.8,2.3,612,41.0,0,20,0,0,debt_consolidation,705,0
36,25.2,18.1,1.0,686,30.7,0,46,1,0,auto,746,0
36,95.9,10.6,1.0,684,75.8,0,50,1,1,home_improvement,745,0
65,23.9,15.3,1.0,676,62.3,0,3,1,1,medical,731,0
22,57.8,6.0,1.0,775,17.2,0,60,0,0,auto,789,0
43,94.8,39.1,1.0,627,38.6,3,9,1,0,debt_consolidation,684,0
48,85.9,11.3,1.0,536,31.2,0,58,1,0,other,724,0
24,67.8,14.1,1.0,759,37.4,0,77,1,1,debt_consolidation,768,0
28,80.5,33.9,1.0,717,43.2,1,10,3,1,home_improvement,715,1
28,58.6,37.9,1.0,631,52.3,0,27,1,1,home_improvement,717,0
51,32.8,11.6,1.0,658,18.4,1,109,3,0,auto,719,0
29,53.9,15.9,1.0,850,29.8,1,14,0,1,medical,778,0
47,25.7,31.3,1.5,612,45.4,0,5,2,0,home_improvement,712,0
27,146.5,27.7,1.0,758,11.2,1,63,0,1,debt_consolidation,772,0
26,93.3,30.6,1.0,805,16.6,1,49,1,0,home_improvement,769,0
46,35.1,26.7,1.0,707,16.8,1,54,0,1,home_improvement,741,0
51,114.2,8.7,1.0,646,54.8,0,35,2,0,home_improvement,742,1
25,91.3,27.2,1.0,561,57.5,0,4,1,1,other,708,0
29,55.4,20.2,1.0,839,34.0,2,5,2,0,medical,746,0
44,126.3,72.5,1.0,761,46.3,0,76,0,1,home_improvement,753,0
30,60.8,14.3,1.0,500,22.8,0,10,0,1,auto,715,0
27,94.9,53.0,1.0,686,52.7,0,10,1,1,other,730,0
28,68.3,56.3,1.0,660,47.4,0,10,0,1,auto,726,0
44,35.7,47.3,1.6,738,41.2,0,70,1,1,debt_consolidation,741,0
18,23.7,37.2,1.9,713,34.5,0,39,0,1,debt_consolidation,747,0
62,79.1,48.9,1.0,610,47.0,0,2,1,0,debt_consolidation,716,0
60,48.9,44.8,1.1,623,24.7,0,46,0,0,medical,732,0
56,59.0,40.1,1.0,725,18.4,0,0,1,1,medical,747,0
38,56.1,52.8,1.1,666,38.1,0,20,2,1,debt_consolidation,716,0
33,95.6,28.9,1.0,736,34.5,0,68,1,0,medical,765,0
47,59.3,14.9,1.0,711,32.7,0,83,1,0,auto,760,0
28,43.3,72.1,2.0,704,4.4,1,41,1,1,debt_consolidation,717,0
66,60.2,11.2,1.0,718,39.4,0,49,1,1,debt_consolidation,758,0
34,53.3,34.8,1.0,689,23.7,0,38,1,0,debt_consolidation,745,0
55,43.0,55.5,1.6,597,64.3,0,62,2,0,debt_consolidation,695,0
50,44.5,35.6,1.0,819,60.5,0,2,1,0,debt_consolidation,764,0
36,66.5,12.2,1.0,797,38.0,0,88,0,1,debt_consolidation,784,0
38,96.4,17.3,1.0,732,11.1,2,39,1,1,debt_consolidation,739,0
31,84.5,8.0,1.0,760,61.3,0,11,3,0,home_improvement,753,0
42,38.1,28.4,1.0,491,22.4,1,33,0,1,medical,687,1
48,43.1,70.2,2.0,663,34.4,1,56,2,0,debt_consolidation,697,0
41,28.2,8.6,1.0,756,46.8,0,56,1,0,debt_consolidation,763,0
37,89.5,16.0,1.0,683,26.2,0,112,1,0,debt_consolidation,760,0
41,51.5,12.6,1.0,555,7.6,1,54,0,1,debt_consolidation,716,0
56,90.8,40.7,1.0,679,25.6,0,37,0,0,auto,753,0
51,46.2,16.5,1.0,585,33.4,1,35,0,1,debt_consolidation,714,0
47,53.4,52.8,1.2,676,62.0,0,187,0,1,debt_consolidation,731,0
34,61.2,45.3,1.0,663,46.9,0,27,1,0,auto,729,0
35,32.6,85.3,3.1,637,37.0,1,8,2,0,auto,681,0
47,37.0,57.5,1.9,776,41.8,0,275,1,1,medical,755,0
36,52.3,25.5,1.0,658,49.8,0,94,1,1,debt_consolidation,732,0
33,57.3,14.4,1.0,696,33.3,1,60,3,0,auto,724,0
57,61.5,36.2,1.0,818,45.7,0,107,1,0,auto,773,0
42,31.3,15.1,1.0,702,39.5,0,2,1,1,debt_consolidation,744,0
44,29.1,18.7,1.0,757,10.6,0,54,1,1,auto,766,0
34,77.6,18.9,1.0,623,54.6,1,141,2,1,home_improvement,710,0
44,32.1,47.2,1.8,679,37.1,1,97,1,1,debt_consolidation,714,0
50,58.3,17.3,1.0,734,32.4,0,64,1,1,debt_consolidation,760,0
44,38.3,26.7,1.0,782,24.9,0,14,1,1,debt_consolidation,763,0
23,66.8,11.4,1.0,670,16.9,0,11,0,1,debt_consolidation,758,0
35,64.0,21.0,1.0,804,22.8,0,54,3,1,other,764,0
47,92.7,13.0,1.0,626,16.1,0,77,0,0,debt_consolidation,759,0
44,139.7,61.2,1.0,724,33.0,1,22,2,1,debt_consolidation,725,0
53,30.0,8.0,1.0,623,22.3,0,9,1,0,medical,736,0
37,116.2,26.3,1.0,707,16.6,0,9,0,1,debt_consolidation,769,0
40,42.4,29.4,1.0,812,28.2,0,61,0,1,debt_consolidation,778,0
51,59.3,52.6,1.1,695,16.2,1,39,1,0,home_improvement,724,0
40,59.5,26.2,1.0,660,22.4,0,4,2,0,other,736,0
51,41.7,100.0,2.9,797,23.0,1,23,0,0,debt_consolidation,732,0
20,122.4,35.2,1.0,557,33.0,0,1,1,1,auto,716,0
29,33.8,40.7,1.4,690,57.3,1,60,1,1,debt_consolidation,710,0
52,24.5,39.8,2.0,761,44.7,0,10,0,1,home_improvement,754,0
50,74.0,25.7,1.0,743,69.7,0,3,0,0,home_improvement,758,0
50,52.2,69.4,1.6,780,11.7,1,4,1,1,auto,733,0
51,41.0,18.4,1.0,644,10.6,0,34,1,1,auto,740,0
52,152.1,10.6,1.0,680,54.8,1,88,3,1,debt_consolidation,731,0
28,40.4,55.9,1.7,697,29.9,1,4,0,1,other,721,0
59,41.2,48.4,1.4,660,52.7,0,52,2,0,other,716,0
51,26.4,12.7,1.0,753,17.6,0,120,1,0,debt_consolidation,770,0
27,64.2,100.0,1.9,705,29.3,0,4,1,1,debt_consolidation,713,0
25,91.5,34.4,1.0,644,18.3,0,81,1,1,debt_consolidation,739,0
45,70.2,20.2,1.0,762,31.7,2,31,2,1,home_improvement,728,0
33,190.4,32.6,1.0,802,38.8,0,1,1,1,debt_consolidation,786,0
47,33.8,49.1,1.7,682,50.4,0,57,2,1,home_improvement,717,1
37,71.4,9.2,1.0,687,63.4,0,15,1,1,debt_consolidation,745,0
23,46.0,74.6,1.9,676,41.7,0,105,1,0,auto,720,0
31,44.3,20.6,1.0,748,30.5,0,43,3,1,auto,745,0
36,42.7,43.0,1.2,641,13.1,1,22,1,1,other,711,0
40,54.6,16.1,1.0,680,30.4,1,34,1,1,debt_consolidation,731,0
50,38.3,42.4,1.3,473,23.1,0,146,1,1,debt_consolidation,688,1
33,58.5,10.6,1.0,736,16.0,0,56,1,0,home_improvement,772,0
46,47.5,10.8,1.0,698,67.9,1,16,2,1,auto,718,0
38,75.0,18.1,1.0,652,77.3,0,164,1,0,debt_consolidation,737,0
39,35.6,16.2,1.0,791,47.2,0,35,1,0,debt_consolidation,769,0
18,59.6,26.8,1.0,771,25.7,0,47,1,1,home_improvement,765,0
35,67.0,14.2,1.0,695,58.1,0,69,3,0,home_improvement,735,0
23,28.7,8.2,1.0,706,15.2,1,19,3,1,home_improvement,725,0
48,107.9,27.9,1.0,676,25.8,0,34,0,1,auto,756,0
53,43.6,35.8,1.0,593,28.6,1,36,1,0,debt_consolidation,703,1
46,53.7,19.6,1.0,749,44.0,0,13,0,1,medical,762,0
65,51.8,73.9,1.7,692,51.9,0,8,1,0,debt_consolidation,719,1
44,28.5,17.7,1.0,659,27.1,0,40,0,0,medical,749,0
50,141.3,26.6,1.0,752,13.0,1,13,2,1,home_improvement,755,0
36,23.9,12.9,1.0,707,29.8,0,24,0,1,home_improvement,756,0
45,39.6,19.7,1.0,757,56.2,0,17,2,1,home_improvement,745,0
28,41.5,16.6,1.0,644,38.7,0,13,1,1,home_improvement,732,0
37,111.1,59.3,1.0,789,60.9,0,100,2,1,auto,746,0
53,54.8,11.5,1.0,654,37.0,0,89,0,1,home_improvement,751,1
40,54.9,6.0,1.0,700,32.5,1,67,3,1,auto,727,0
37,76.4,16.8,1.0,548,31.0,0,18,1,1,medical,715,0
39,84.3,38.8,1.0,775,30.3,0,15,2,1,other,756,0
46,61.0,31.3,1.0,595,43.4,1,33,0,0,other,713,0
57,88.0,31.3,1.0,796,37.9,0,30,1,1,debt_consolidation,771,0
23,65.2,22.5,1.0,613,38.3,0,8,2,0,debt_consolidation,722,1
40,39.3,53.8,1.6,764,30.5,0,11,0,1,auto,754,0
39,37.5,60.0,1.9,602,23.1,0,100,0,1,debt_consolidation,716,0
38,55.4,16.3,1.0,661,26.9,0,53,2,0,debt_consolidation,738,0
40,28.9,63.0,2.6,698,33.5,1,135,0,0,auto,726,0
46,51.7,38.9,1.0,594,45.6,0,1,1,0,home_improvement,713,0
54,57.8,31.4,1.0,812,6.7,1,15,2,1,auto,754,0
20,75.7,48.0,1.0,730,36.5,0,32,0,1,home_improvement,751,0
26,69.6,17.3,1.0,647,35.5,0,82,0,0,debt_consolidation,751,0
42,60.1,8.1,1.0,697,49.9,1,12,0,0,auto,745,0
23,197.6,31.6,1.0,802,58.4,0,35,1,0,home_improvement,787,0
46,19.1,100.0,6.3,731,45.5,0,11,1,1,home_improvement,717,0
30,73.2,29.8,1.0,579,19.7,1,45,0,1,other,712,0
39,15.0,33.3,2.7,670,28.0,1,31,1,0,auto,723,0
27,38.8,28.7,1.0,825,13.3,1,1,1,0,debt_consolidation,763,0
29,62.2,11.3,1.0,641,33.0,0,8,1,1,home_improvement,737,0
72,353.3,14.7,1.0,716,6.1,0,80,2,1,home_improvement,808,0
36,36.6,7.8,1.0,621,48.4,0,9,0,0,debt_consolidation,738,0
57,41.3,43.0,1.3,677,39.0,0,32,0,1,auto,736,0
40,42.9,40.8,1.1,713,19.6,0,335,1,0,home_improvement,758,0
48,127.0,9.6,1.0,657,21.6,1,12,1,0,debt_consolidation,748,1
31,49.0,100.0,2.4,675,55.1,1,59,1,0,debt_consolidation,689,1
46,157.7,24.6,1.0,767,59.6,0,85,1,1,debt_consolidation,774,0
34,74.5,22.8,1.0,746,35.7,0,23,1,0,other,764,0
18,50.3,51.9,1.2,672,26.7,1,42,0,1,other,720,0
18,54.1,25.0,1.0,720,62.4,0,165,1,1,medical,746,0
39,85.9,4.4,1.0,705,37.9,1,73,3,0,home_improvement,736,0
48,20.1,60.9,3.6,681,45.2,0,14,1,0,home_improvement,722,0
31,47.8,50.1,1.3,637,68.7,2,10,2,0,debt_consolidation,672,0
27,40.7,73.7,2.2,684,43.7,2,8,1,1,home_improvement,683,0
33,71.0,15.7,1.0,794,45.2,1,7,3,0,auto,744,0
60,82.5,34.3,1.0,524,36.7,0,13,1,0,debt_consolidation,708,0
18,108.5,16.1,1.0,646,14.5,0,146,0,1,debt_consolidation,762,0
48,61.3,28.5,1.0,734,37.4,0,24,1,0,other,755,0
54,47.9,26.5,1.0,601,15.4,0,30,1,1,debt_consolidation,727,0
24,66.2,21.1,1.0,708,59.4,1,5,3,1,home_improvement,712,0
29,66.7,16.1,1.0,672,48.3,0,78,2,0,home_improvement,738,0
35,59.2,21.8,1.0,776,25.7,0,14,2,1,debt_consolidation,761,0
32,36.5,32.8,1.1,652,52.2,0,101,0,1,debt_consolidation,731,0
51,110.9,29.4,1.0,715,26.3,1,10,1,1,debt_consolidation,742,0
41,54.7,14.6,1.0,702,21.9,1,0,2,0,other,733,0
34,19.9,55.5,3.3,665,51.8,0,132,0,1,debt_consolidation,728,0
44,34.3,27.3,1.0,664,18.7,0,47,1,1,other,737,0
54,142.4,12.0,1.0,715,19.6,1,27,0,1,medical,768,0
36,38.4,8.0,1.0,660,35.8,0,33,1,0,home_improvement,746,0
30,116.2,29.6,1.0,623,32.9,3,36,1,1,medical,689,0
51,67.1,34.2,1.0,663,26.7,1,105,2,0,debt_consolidation,720,0
61,28.4,12.2,1.0,632,57.5,0,3,1,1,debt_consolidation,724,1
59,45.7,12.2,1.0,726,18.5,0,10,0,1,auto,768,0
50,86.4,42.7,1.0,707,76.5,2,177,3,0,home_improvement,696,1
38,52.5,18.2,1.0,667,50.0,0,10,3,1,home_improvement,722,0
50,74.9,21.8,1.0,676,8.6,0,22,1,1,home_improvement,752,0
47,77.3,30.7,1.0,715,43.9,1,15,0,1,home_improvement,740,0
48,35.3,7.1,1.0,677,15.0,0,49,2,0,home_improvement,749,0
40,31.0,43.8,1.7,699,40.5,0,100,1,1,home_improvement,734,0
53,36.6,24.2,1.0,717,43.2,0,23,1,1,home_improvement,745,0
51,56.5,16.3,1.0,722,5.2,0,4,0,0,other,775,0
26,79.5,9.1,1.0,671,36.0,1,21,1,0,debt_consolidation,738,0
49,91.1,19.9,1.0,702,21.9,1,3,0,0,home_improvement,753,0
29,17.8,62.6,4.2,574,42.4,0,59,2,0,debt_consolidation,693,0
42,79.7,21.5,1.0,678,65.8,1,18,0,0,debt_consolidation,734,0
39,67.4,17.0,1.0,801,39.8,1,98,0,0,other,770,0
47,38.8,24.1,1.0,659,41.1,1,37,2,1,debt_consolidation,710,0
35,98.7,20.5,1.0,632,33.4,0,31,2,1,auto,730,0
37,52.5,48.3,1.1,608,15.9,0,116,2,0,home_improvement,717,0
35,119.1,21.6,1.0,735,63.0,2,51,1,0,debt_consolidation,731,0
35,55.0,31.9,1.0,666,21.2,0,35,3,1,debt_consolidation,723,0
24,59.3,28.3,1.0,767,38.6,0,7,1,1,home_improvement,759,0
47,147.8,17.5,1.0,850,24.6,0,8,0,1,debt_consolidation,811,0
